benchmark,ns_per_op,bytes_per_op,allocs_per_op
NoAggWorkerHook/batch32/noop_hook,2.116,0.0,0
NoAggWorkerHook/batch32/noop_hook,2.12,0.0,0
NoAggWorkerHook/batch32/noop_hook,2.117,0.0,0
NoAggWorkerHook/batch32/0sub,2.142,0.0,0
NoAggWorkerHook/batch32/0sub,2.157,0.0,0
NoAggWorkerHook/batch32/0sub,2.14,0.0,0
NoAggWorkerHook/batch32/0sub,2.144,0.0,0
NoAggWorkerHook/batch32/0sub,2.153,0.0,0
NoAggWorkerHook/batch32/0sub,2.134,0.0,0
NoAggWorkerHook/batch32/0sub,2.162,0.0,0
NoAggWorkerHook/batch32/0sub,2.155,0.0,0
NoAggWorkerHook/batch32/0sub,2.241,0.0,0
NoAggWorkerHook/batch32/0sub,2.19,0.0,0
NoAggWorkerHook/batch32/0sub,2.177,0.0,0
NoAggWorkerHook/batch32/0sub,2.19,0.0,0
NoAggWorkerHook/batch32/0sub,2.165,0.0,0
NoAggWorkerHook/batch32/0sub,2.146,0.0,0
NoAggWorkerHook/batch32/0sub,2.133,0.0,0
NoAggWorkerHook/batch32/0sub,2.141,0.0,0
NoAggWorkerHook/batch32/0sub,2.169,0.0,0
NoAggWorkerHook/batch32/0sub,2.167,0.0,0
NoAggWorkerHook/batch32/0sub,2.177,0.0,0
NoAggWorkerHook/batch32/0sub,2.203,0.0,0
NoAggWorkerHook/batch32/0sub,2.159,0.0,0
NoAggWorkerHook/batch32/0sub,2.159,0.0,0
NoAggWorkerHook/batch32/0sub,2.148,0.0,0
NoAggWorkerHook/batch32/0sub,2.236,0.0,0
NoAggWorkerHook/batch32/0sub,2.186,0.0,0
NoAggWorkerHook/batch32/0sub,2.164,0.0,0
NoAggWorkerHook/batch32/0sub,2.143,0.0,0
NoAggWorkerHook/batch32/0sub,2.147,0.0,0
NoAggWorkerHook/batch32/0sub,2.166,0.0,0
NoAggWorkerHook/batch32/0sub,2.172,0.0,0
NoAggWorkerHook/batch32/0sub,2.144,0.0,0
NoAggWorkerHook/batch32/0sub,2.159,0.0,0
NoAggWorkerHook/batch32/0sub,2.147,0.0,0
NoAggWorkerHook/batch32/0sub,2.153,0.0,0
NoAggWorkerHook/batch32/0sub,2.144,0.0,0
NoAggWorkerHook/batch32/0sub,2.149,0.0,0
NoAggWorkerHook/batch32/0sub,2.148,0.0,0
NoAggWorkerHook/batch32/0sub,2.167,0.0,0
NoAggWorkerHook/batch32/0sub,2.155,0.0,0
NoAggWorkerHook/batch32/0sub,2.147,0.0,0
NoAggWorkerHook/batch32/0sub,2.214,0.0,0
NoAggWorkerHook/batch32/0sub,2.158,0.0,0
NoAggWorkerHook/batch32/0sub,2.138,0.0,0
NoAggWorkerHook/batch32/0sub,2.154,0.0,0
NoAggWorkerHook/batch32/0sub,2.152,0.0,0
NoAggWorkerHook/batch32/0sub,2.156,0.0,0
NoAggWorkerHook/batch32/0sub,2.163,0.0,0
NoAggWorkerHook/batch32/0sub,2.152,0.0,0
NoAggWorkerHook/batch32/0sub,2.13,0.0,0
NoAggWorkerHook/batch32/0sub,2.156,0.0,0
NoAggWorkerHook/batch32/1sub,1396.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1377.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1388.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1429.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1421.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1376.0,2847.0,1
NoAggWorkerHook/batch32/1sub,1369.0,2849.0,1
NoAggWorkerHook/batch32/1sub,1472.0,2859.0,2
NoAggWorkerHook/batch32/1sub,1397.0,2854.0,1
NoAggWorkerHook/batch32/1sub,1397.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1368.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1419.0,2854.0,1
NoAggWorkerHook/batch32/1sub,1563.0,2871.0,2
NoAggWorkerHook/batch32/1sub,1444.0,2856.0,2
NoAggWorkerHook/batch32/1sub,1387.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1410.0,2849.0,1
NoAggWorkerHook/batch32/1sub,1407.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1437.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1392.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1401.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1405.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1404.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1386.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1411.0,2854.0,1
NoAggWorkerHook/batch32/1sub,1465.0,2858.0,2
NoAggWorkerHook/batch32/1sub,1430.0,2855.0,1
NoAggWorkerHook/batch32/1sub,1396.0,2848.0,1
NoAggWorkerHook/batch32/1sub,1413.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1376.0,2846.0,1
NoAggWorkerHook/batch32/1sub,1387.0,2850.0,1
NoAggWorkerHook/batch32/1sub,1378.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1414.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1386.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1424.0,2854.0,1
NoAggWorkerHook/batch32/1sub,1432.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1379.0,2855.0,2
NoAggWorkerHook/batch32/1sub,1384.0,2854.0,1
NoAggWorkerHook/batch32/1sub,1376.0,2849.0,1
NoAggWorkerHook/batch32/1sub,1385.0,2849.0,1
NoAggWorkerHook/batch32/1sub,1382.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1413.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1467.0,2860.0,2
NoAggWorkerHook/batch32/1sub,1492.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1399.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1365.0,2848.0,1
NoAggWorkerHook/batch32/1sub,1389.0,2851.0,1
NoAggWorkerHook/batch32/1sub,1398.0,2852.0,1
NoAggWorkerHook/batch32/1sub,1373.0,2849.0,1
NoAggWorkerHook/batch32/1sub,1380.0,2853.0,1
NoAggWorkerHook/batch32/1sub,1371.0,2848.0,1
NoAggWorkerHook/batch32/5sub,2036.0,2866.0,2
NoAggWorkerHook/batch32/5sub,2027.0,2876.0,2
NoAggWorkerHook/batch32/5sub,2045.0,2878.0,2
NoAggWorkerHook/batch32/5sub,1965.0,2882.0,2
NoAggWorkerHook/batch32/5sub,2054.0,2892.0,2
NoAggWorkerHook/batch32/5sub,2314.0,2909.0,2
NoAggWorkerHook/batch32/5sub,2245.0,2910.0,2
NoAggWorkerHook/batch32/5sub,2052.0,2887.0,2
NoAggWorkerHook/batch32/5sub,2240.0,2889.0,2
NoAggWorkerHook/batch32/5sub,2019.0,2879.0,2
NoAggWorkerHook/batch32/5sub,1967.0,2874.0,2
NoAggWorkerHook/batch32/5sub,1983.0,2881.0,2
NoAggWorkerHook/batch32/5sub,2029.0,2883.0,2
NoAggWorkerHook/batch32/5sub,1984.0,2878.0,2
NoAggWorkerHook/batch32/5sub,2010.0,2882.0,2
NoAggWorkerHook/batch32/5sub,2005.0,2873.0,2
NoAggWorkerHook/batch32/5sub,2052.0,2881.0,2
NoAggWorkerHook/batch32/5sub,2065.0,2875.0,2
NoAggWorkerHook/batch32/5sub,2028.0,2878.0,2
NoAggWorkerHook/batch32/5sub,2040.0,2887.0,2
NoAggWorkerHook/batch32/5sub,2058.0,2886.0,2
NoAggWorkerHook/batch32/5sub,2007.0,2881.0,2
NoAggWorkerHook/batch32/5sub,2130.0,2910.0,2
NoAggWorkerHook/batch32/5sub,2065.0,2901.0,2
NoAggWorkerHook/batch32/5sub,2135.0,2904.0,2
NoAggWorkerHook/batch32/5sub,1982.0,2884.0,2
NoAggWorkerHook/batch32/5sub,2050.0,2894.0,2
NoAggWorkerHook/batch32/5sub,2030.0,2877.0,2
NoAggWorkerHook/batch32/5sub,2009.0,2866.0,2
NoAggWorkerHook/batch32/5sub,2035.0,2884.0,2
NoAggWorkerHook/batch32/5sub,2034.0,2877.0,2
NoAggWorkerHook/batch32/5sub,2014.0,2874.0,2
NoAggWorkerHook/batch32/5sub,2026.0,2882.0,2
NoAggWorkerHook/batch32/5sub,2079.0,2882.0,2
NoAggWorkerHook/batch32/5sub,2010.0,2888.0,2
NoAggWorkerHook/batch32/5sub,2005.0,2878.0,2
NoAggWorkerHook/batch32/5sub,2103.0,2887.0,2
NoAggWorkerHook/batch32/5sub,2002.0,2877.0,2
NoAggWorkerHook/batch32/5sub,2007.0,2873.0,2
NoAggWorkerHook/batch32/5sub,2030.0,2888.0,2
NoAggWorkerHook/batch32/5sub,2196.0,2892.0,2
NoAggWorkerHook/batch32/5sub,2051.0,2886.0,2
NoAggWorkerHook/batch32/5sub,2016.0,2886.0,2
NoAggWorkerHook/batch32/5sub,2061.0,2876.0,2
NoAggWorkerHook/batch32/5sub,2055.0,2892.0,2
NoAggWorkerHook/batch32/5sub,2104.0,2888.0,2
NoAggWorkerHook/batch32/5sub,2021.0,2874.0,2
NoAggWorkerHook/batch32/5sub,2245.0,2906.0,2
NoAggWorkerHook/batch32/5sub,2457.0,2926.0,2
CheckSamplerHook/noop_hook,2.311,0.0,0
CheckSamplerHook/noop_hook,2.158,0.0,0
CheckSamplerHook/noop_hook,2.145,0.0,0
CheckSamplerHook/noop_hook,2.124,0.0,0
CheckSamplerHook/noop_hook,2.131,0.0,0
CheckSamplerHook/noop_hook,2.115,0.0,0
CheckSamplerHook/noop_hook,2.114,0.0,0
CheckSamplerHook/noop_hook,2.123,0.0,0
CheckSamplerHook/noop_hook,2.168,0.0,0
CheckSamplerHook/noop_hook,2.123,0.0,0
CheckSamplerHook/noop_hook,2.115,0.0,0
CheckSamplerHook/noop_hook,2.121,0.0,0
CheckSamplerHook/noop_hook,2.122,0.0,0
CheckSamplerHook/noop_hook,2.117,0.0,0
CheckSamplerHook/noop_hook,2.12,0.0,0
CheckSamplerHook/noop_hook,2.126,0.0,0
CheckSamplerHook/noop_hook,2.12,0.0,0
CheckSamplerHook/noop_hook,2.485,0.0,0
CheckSamplerHook/noop_hook,2.099,0.0,0
CheckSamplerHook/noop_hook,2.124,0.0,0
CheckSamplerHook/noop_hook,2.118,0.0,0
CheckSamplerHook/noop_hook,2.128,0.0,0
CheckSamplerHook/noop_hook,2.123,0.0,0
CheckSamplerHook/noop_hook,2.124,0.0,0
CheckSamplerHook/noop_hook,2.148,0.0,0
CheckSamplerHook/noop_hook,2.147,0.0,0
CheckSamplerHook/noop_hook,2.123,0.0,0
CheckSamplerHook/noop_hook,2.114,0.0,0
CheckSamplerHook/noop_hook,2.118,0.0,0
CheckSamplerHook/noop_hook,2.116,0.0,0
CheckSamplerHook/noop_hook,2.106,0.0,0
CheckSamplerHook/noop_hook,2.14,0.0,0
CheckSamplerHook/noop_hook,2.138,0.0,0
CheckSamplerHook/noop_hook,2.137,0.0,0
CheckSamplerHook/noop_hook,2.142,0.0,0
CheckSamplerHook/noop_hook,2.125,0.0,0
CheckSamplerHook/noop_hook,2.129,0.0,0
CheckSamplerHook/noop_hook,2.124,0.0,0
CheckSamplerHook/noop_hook,2.12,0.0,0
CheckSamplerHook/noop_hook,2.119,0.0,0
CheckSamplerHook/noop_hook,2.124,0.0,0
CheckSamplerHook/noop_hook,2.213,0.0,0
CheckSamplerHook/noop_hook,2.169,0.0,0
CheckSamplerHook/noop_hook,2.125,0.0,0
CheckSamplerHook/noop_hook,2.123,0.0,0
CheckSamplerHook/noop_hook,2.119,0.0,0
CheckSamplerHook/noop_hook,2.116,0.0,0
CheckSamplerHook/noop_hook,2.113,0.0,0
CheckSamplerHook/noop_hook,2.121,0.0,0
CheckSamplerHook/noop_hook,2.126,0.0,0
CheckSamplerHook/0sub,2.159,0.0,0
CheckSamplerHook/0sub,2.133,0.0,0
CheckSamplerHook/0sub,2.135,0.0,0
CheckSamplerHook/0sub,2.127,0.0,0
CheckSamplerHook/0sub,2.126,0.0,0
CheckSamplerHook/0sub,2.131,0.0,0
CheckSamplerHook/0sub,2.116,0.0,0
CheckSamplerHook/0sub,2.129,0.0,0
CheckSamplerHook/0sub,2.14,0.0,0
CheckSamplerHook/0sub,2.143,0.0,0
CheckSamplerHook/0sub,2.138,0.0,0
CheckSamplerHook/0sub,2.173,0.0,0
CheckSamplerHook/0sub,2.127,0.0,0
CheckSamplerHook/0sub,2.122,0.0,0
CheckSamplerHook/0sub,2.122,0.0,0
CheckSamplerHook/0sub,2.134,0.0,0
CheckSamplerHook/0sub,2.129,0.0,0
CheckSamplerHook/0sub,2.123,0.0,0
CheckSamplerHook/0sub,2.168,0.0,0
CheckSamplerHook/0sub,2.128,0.0,0
CheckSamplerHook/0sub,2.13,0.0,0
CheckSamplerHook/0sub,2.115,0.0,0
CheckSamplerHook/0sub,2.124,0.0,0
CheckSamplerHook/0sub,2.116,0.0,0
CheckSamplerHook/0sub,2.119,0.0,0
CheckSamplerHook/0sub,2.167,0.0,0
CheckSamplerHook/0sub,2.126,0.0,0
CheckSamplerHook/0sub,2.142,0.0,0
CheckSamplerHook/0sub,2.139,0.0,0
CheckSamplerHook/0sub,2.129,0.0,0
CheckSamplerHook/0sub,2.122,0.0,0
CheckSamplerHook/0sub,2.116,0.0,0
CheckSamplerHook/0sub,2.131,0.0,0
CheckSamplerHook/0sub,2.162,0.0,0
CheckSamplerHook/0sub,2.159,0.0,0
CheckSamplerHook/0sub,2.195,0.0,0
CheckSamplerHook/0sub,2.138,0.0,0
CheckSamplerHook/0sub,2.13,0.0,0
CheckSamplerHook/0sub,2.122,0.0,0
CheckSamplerHook/0sub,2.115,0.0,0
CheckSamplerHook/0sub,2.123,0.0,0
CheckSamplerHook/0sub,2.131,0.0,0
CheckSamplerHook/0sub,2.15,0.0,0
CheckSamplerHook/0sub,2.127,0.0,0
CheckSamplerHook/0sub,2.13,0.0,0
CheckSamplerHook/0sub,2.128,0.0,0
CheckSamplerHook/0sub,2.113,0.0,0
CheckSamplerHook/0sub,2.109,0.0,0
CheckSamplerHook/0sub,2.126,0.0,0
CheckSamplerHook/0sub,2.122,0.0,0
CheckSamplerHook/1sub,383.8,340.0,2
CheckSamplerHook/1sub,368.4,334.0,2
CheckSamplerHook/1sub,366.9,331.0,2
CheckSamplerHook/1sub,361.6,331.0,2
CheckSamplerHook/1sub,350.9,322.0,2
CheckSamplerHook/1sub,349.0,320.0,2
CheckSamplerHook/1sub,354.1,326.0,2
CheckSamplerHook/1sub,377.7,339.0,2
CheckSamplerHook/1sub,391.7,347.0,2
CheckSamplerHook/1sub,371.3,333.0,2
CheckSamplerHook/1sub,369.3,333.0,2
CheckSamplerHook/1sub,358.2,328.0,2
CheckSamplerHook/1sub,353.0,323.0,2
CheckSamplerHook/1sub,356.0,327.0,2
CheckSamplerHook/1sub,363.0,331.0,2
CheckSamplerHook/1sub,370.3,331.0,2
CheckSamplerHook/1sub,398.1,334.0,2
CheckSamplerHook/1sub,370.2,335.0,2
CheckSamplerHook/1sub,367.9,332.0,2
CheckSamplerHook/1sub,357.7,329.0,2
CheckSamplerHook/1sub,367.4,333.0,2
CheckSamplerHook/1sub,366.2,328.0,2
CheckSamplerHook/1sub,360.7,329.0,2
CheckSamplerHook/1sub,367.9,330.0,2
CheckSamplerHook/1sub,391.4,340.0,2
CheckSamplerHook/1sub,390.5,347.0,2
CheckSamplerHook/1sub,385.5,339.0,2
CheckSamplerHook/1sub,383.2,344.0,2
CheckSamplerHook/1sub,398.9,347.0,2
CheckSamplerHook/1sub,367.6,332.0,2
CheckSamplerHook/1sub,366.4,336.0,2
CheckSamplerHook/1sub,379.1,343.0,2
CheckSamplerHook/1sub,378.4,336.0,2
CheckSamplerHook/1sub,381.1,341.0,2
CheckSamplerHook/1sub,374.7,335.0,2
CheckSamplerHook/1sub,374.4,341.0,2
CheckSamplerHook/1sub,378.0,340.0,2
CheckSamplerHook/1sub,361.3,332.0,2
CheckSamplerHook/1sub,352.1,323.0,2
CheckSamplerHook/1sub,363.9,328.0,2
CheckSamplerHook/1sub,371.2,330.0,2
CheckSamplerHook/1sub,379.5,337.0,2
CheckSamplerHook/1sub,395.4,345.0,2
CheckSamplerHook/1sub,381.4,343.0,2
CheckSamplerHook/1sub,378.9,342.0,2
CheckSamplerHook/1sub,355.4,327.0,2
CheckSamplerHook/1sub,355.6,322.0,2
CheckSamplerHook/1sub,350.3,324.0,2
CheckSamplerHook/1sub,354.3,324.0,2
CheckSamplerHook/5sub,829.5,356.0,2
CheckSamplerHook/5sub,851.2,360.0,2
CheckSamplerHook/5sub,808.5,332.0,2
CheckSamplerHook/5sub,799.3,332.0,2
CheckSamplerHook/5sub,753.2,304.0,2
CheckSamplerHook/5sub,756.4,295.0,2
CheckSamplerHook/5sub,738.6,292.0,2
CheckSamplerHook/5sub,735.6,284.0,2
CheckSamplerHook/5sub,750.8,307.0,2
CheckSamplerHook/5sub,813.0,337.0,2
CheckSamplerHook/5sub,884.7,390.0,2
CheckSamplerHook/5sub,797.3,333.0,2
CheckSamplerHook/5sub,756.6,306.0,2
CheckSamplerHook/5sub,753.3,303.0,2
CheckSamplerHook/5sub,734.8,286.0,2
CheckSamplerHook/5sub,812.2,337.0,2
CheckSamplerHook/5sub,807.5,329.0,2
CheckSamplerHook/5sub,788.6,316.0,2
CheckSamplerHook/5sub,810.7,335.0,2
CheckSamplerHook/5sub,788.1,337.0,2
CheckSamplerHook/5sub,817.6,352.0,2
CheckSamplerHook/5sub,1111.0,555.0,3
CheckSamplerHook/5sub,761.3,314.0,2
CheckSamplerHook/5sub,805.7,320.0,2
CheckSamplerHook/5sub,805.4,333.0,2
CheckSamplerHook/5sub,902.3,388.0,2
CheckSamplerHook/5sub,758.3,298.0,2
CheckSamplerHook/5sub,755.2,303.0,2
CheckSamplerHook/5sub,780.0,322.0,2
CheckSamplerHook/5sub,746.5,296.0,2
CheckSamplerHook/5sub,751.5,299.0,2
CheckSamplerHook/5sub,782.4,319.0,2
CheckSamplerHook/5sub,813.2,333.0,2
CheckSamplerHook/5sub,799.2,328.0,2
CheckSamplerHook/5sub,856.4,379.0,2
CheckSamplerHook/5sub,747.6,292.0,2
CheckSamplerHook/5sub,754.7,297.0,2
CheckSamplerHook/5sub,769.4,311.0,2
CheckSamplerHook/5sub,731.1,287.0,2
CheckSamplerHook/5sub,775.4,313.0,2
CheckSamplerHook/5sub,824.1,340.0,2
CheckSamplerHook/5sub,846.7,357.0,2
CheckSamplerHook/5sub,844.8,364.0,2
CheckSamplerHook/5sub,743.7,298.0,2
CheckSamplerHook/5sub,755.6,305.0,2
CheckSamplerHook/5sub,736.6,291.0,2
CheckSamplerHook/5sub,721.0,279.0,2
CheckSamplerHook/5sub,880.9,386.0,2
CheckSamplerHook/5sub,849.5,363.0,2
