pipeline_id,job_id,job_name,stage,status,duration,queued_duration,started_at,finished_at,created_at,coverage,runner_id,web_url
90342189,1345263831,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgradeFromV6],e2e_install_packages,success,1409.78499,0.099479,2026-01-13T05:08:04.476Z,2026-01-13T05:31:34.261Z,2026-01-13T04:15:04.566Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263831
90342189,1345263830,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestNPMUpgradeFromBeta],e2e_install_packages,success,1158.132065,0.085496,2026-01-13T05:08:04.369Z,2026-01-13T05:27:22.501Z,2026-01-13T04:15:04.552Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263830
90342189,1345263829,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestNPMInstallWithAddLocal],e2e_install_packages,success,1107.71348,0.088547,2026-01-13T05:08:04.279Z,2026-01-13T05:26:31.992Z,2026-01-13T04:15:04.537Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263829
90342189,1345263828,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestNPMUpgradeNPMToNPM],e2e_install_packages,success,1053.322105,0.071558,2026-01-13T05:08:04.150Z,2026-01-13T05:25:37.472Z,2026-01-13T04:15:04.523Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263828
90342189,1345263827,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestNPMUpgradeToNPM],e2e_install_packages,success,1156.95423,0.105538,2026-01-13T05:08:04.088Z,2026-01-13T05:27:21.042Z,2026-01-13T04:15:04.509Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263827
90342189,1345263826,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallWithInstallOnlyFlag],e2e_install_packages,success,996.677567,0.095533,2026-01-13T05:08:03.967Z,2026-01-13T05:24:40.644Z,2026-01-13T04:15:04.495Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263826
90342189,1345263825,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallWithLanmanServerDisabled],e2e_install_packages,success,997.773245,0.135167,2026-01-13T05:08:03.872Z,2026-01-13T05:24:41.645Z,2026-01-13T04:15:04.480Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263825
90342189,1345263824,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallFail],e2e_install_packages,success,935.60758,0.159936,2026-01-13T05:08:03.810Z,2026-01-13T05:23:39.418Z,2026-01-13T04:15:04.465Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263824
90342189,1345263823,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallAltDirAndCorruptForUninstall],e2e_install_packages,success,905.210826,0.154778,2026-01-13T05:08:03.713Z,2026-01-13T05:23:08.924Z,2026-01-13T04:15:04.452Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263823
90342189,1345263822,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallExistingAltDir],e2e_install_packages,success,938.772075,0.211475,2026-01-13T05:08:03.679Z,2026-01-13T05:23:42.451Z,2026-01-13T04:15:04.439Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263822
90342189,1345263821,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallAltDir],e2e_install_packages,success,1761.061074,0.181202,2026-01-13T05:08:03.557Z,2026-01-13T05:37:24.618Z,2026-01-13T04:15:04.424Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263821
90342189,1345263820,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestSubServicesOpts/no-subservices],e2e_install_packages,success,1032.838079,0.305395,2026-01-13T05:08:03.553Z,2026-01-13T05:25:16.391Z,2026-01-13T04:15:04.411Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263820
90342189,1345263819,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestSubServicesOpts/all-subservices],e2e_install_packages,success,1202.033543,0.363824,2026-01-13T05:08:03.523Z,2026-01-13T05:28:05.556Z,2026-01-13T04:15:04.398Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263819
90342189,1345263818,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstallOpts],e2e_install_packages,success,876.55988,0.370355,2026-01-13T05:08:03.443Z,2026-01-13T05:22:40.003Z,2026-01-13T04:15:04.384Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263818
90342189,1345263817,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestAgentUser/SYSTEM],e2e_install_packages,success,1171.885795,0.386525,2026-01-13T05:08:03.372Z,2026-01-13T05:27:35.258Z,2026-01-13T04:15:04.369Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263817
90342189,1345263816,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestAgentUser/LocalSystem],e2e_install_packages,success,1171.479848,0.348075,2026-01-13T05:08:03.243Z,2026-01-13T05:27:34.723Z,2026-01-13T04:15:04.355Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263816
90342189,1345263815,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestAgentUser/hostname_user],e2e_install_packages,success,1153.679873,0.418668,2026-01-13T05:08:03.216Z,2026-01-13T05:27:16.896Z,2026-01-13T04:15:04.342Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263815
90342189,1345263814,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestAgentUser/dotslash_user],e2e_install_packages,success,1414.215517,0.424612,2026-01-13T05:08:03.131Z,2026-01-13T05:31:37.347Z,2026-01-13T04:15:04.328Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263814
90342189,1345263813,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestAgentUser/user_only],e2e_install_packages,success,1129.813764,0.487663,2026-01-13T05:08:03.102Z,2026-01-13T05:26:52.916Z,2026-01-13T04:15:04.313Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263813
90342189,1345263812,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgradeFromV5],e2e_install_packages,success,1035.303092,0.569856,2026-01-13T05:08:03.096Z,2026-01-13T05:25:18.399Z,2026-01-13T04:15:04.300Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263812
90342189,1345263811,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgradeChangeUser],e2e_install_packages,success,1353.115138,0.568016,2026-01-13T05:08:03.005Z,2026-01-13T05:30:36.120Z,2026-01-13T04:15:04.284Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263811
90342189,1345263810,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgradeRollbackWithoutCWS],e2e_install_packages,success,1190.94713,0.467824,2026-01-13T05:08:02.815Z,2026-01-13T05:27:53.762Z,2026-01-13T04:15:04.271Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263810
90342189,1345263809,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgradeRollback],e2e_install_packages,success,1181.590144,0.556681,2026-01-13T05:08:02.816Z,2026-01-13T05:27:44.406Z,2026-01-13T04:15:04.256Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263809
90342189,1345263808,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestIntegrationRollback],e2e_install_packages,success,1359.622804,0.530754,2026-01-13T05:08:02.695Z,2026-01-13T05:30:42.318Z,2026-01-13T04:15:04.243Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263808
90342189,1345263807,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestIntegrationFolderPermissions],e2e_install_packages,success,1261.053583,0.541006,2026-01-13T05:08:02.611Z,2026-01-13T05:29:03.664Z,2026-01-13T04:15:04.229Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263807
90342189,1345263806,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestDisablePersistingIntegrations],e2e_install_packages,success,1321.659391,0.565468,2026-01-13T05:08:02.544Z,2026-01-13T05:30:04.203Z,2026-01-13T04:15:04.216Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263806
90342189,1345263805,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestPersistingIntegrationsDuringUninstall],e2e_install_packages,success,1322.354236,0.453976,2026-01-13T05:08:02.342Z,2026-01-13T05:30:04.697Z,2026-01-13T04:15:04.202Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263805
90342189,1345263804,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestPersistingIntegrations],e2e_install_packages,success,1302.642075,0.431259,2026-01-13T05:08:02.231Z,2026-01-13T05:29:44.873Z,2026-01-13T04:15:04.188Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263804
90342189,1345263803,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgradeFromLatest],e2e_install_packages,success,1376.725082,0.422724,2026-01-13T05:08:02.130Z,2026-01-13T05:30:58.855Z,2026-01-13T04:15:04.175Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263803
90342189,1345263802,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestUpgrade],e2e_install_packages,success,1408.355592,0.474272,2026-01-13T05:08:02.092Z,2026-01-13T05:31:30.447Z,2026-01-13T04:15:04.161Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263802
90342189,1345263801,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestRepair],e2e_install_packages,success,1274.634022,0.3418,2026-01-13T05:08:01.870Z,2026-01-13T05:29:16.504Z,2026-01-13T04:15:04.145Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263801
90342189,1345263800,new-e2e-windows-agent-msi-windows-server-a7-x86_64: [TestInstall],e2e_install_packages,success,1165.466388,0.511933,2026-01-13T05:08:01.805Z,2026-01-13T05:27:27.271Z,2026-01-13T04:15:04.131Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263800
90342189,1345263799,new-e2e-agent-platform-ddot-suse-a7-arm64,e2e_install_packages,success,386.289389,0.22686,2026-01-13T04:48:06.738Z,2026-01-13T04:54:33.027Z,2026-01-13T04:15:04.118Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263799
90342189,1345263798,new-e2e-agent-platform-ddot-suse-a7-x86_64,e2e_install_packages,success,413.058201,0.203416,2026-01-13T04:42:37.206Z,2026-01-13T04:49:30.264Z,2026-01-13T04:15:04.105Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263798
90342189,1345263797,"new-e2e-agent-platform-install-script-upgrade7-suse-iot-agent-x86_64: [7, 7]",e2e_install_packages,success,415.088549,0.103127,2026-01-13T04:42:37.025Z,2026-01-13T04:49:32.113Z,2026-01-13T04:15:04.089Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263797
90342189,1345263796,"new-e2e-agent-platform-install-script-upgrade7-suse-x86_64: [7, 7]",e2e_install_packages,success,460.509331,0.111029,2026-01-13T04:42:36.947Z,2026-01-13T04:50:17.456Z,2026-01-13T04:15:04.075Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263796
90342189,1345263795,"new-e2e-agent-platform-install-script-upgrade7-suse-x86_64: [6, 7]",e2e_install_packages,success,486.166329,0.158403,2026-01-13T04:42:36.905Z,2026-01-13T04:50:43.071Z,2026-01-13T04:15:04.063Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263795
90342189,1345263794,new-e2e-agent-platform-install-script-suse-fips-agent-a7-x86_64,e2e_install_packages,success,520.86732,0.14121,2026-01-13T04:42:36.800Z,2026-01-13T04:51:17.668Z,2026-01-13T04:15:04.049Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263794
90342189,1345263793,new-e2e-agent-platform-install-script-suse-dogstatsd-a7-x86_64,e2e_install_packages,success,444.996686,0.153826,2026-01-13T04:42:36.728Z,2026-01-13T04:50:01.725Z,2026-01-13T04:15:04.036Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263793
90342189,1345263792,new-e2e-agent-platform-install-script-suse-iot-agent-a7-x86_64,e2e_install_packages,success,446.513959,0.141881,2026-01-13T04:42:36.628Z,2026-01-13T04:50:03.142Z,2026-01-13T04:15:04.022Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263792
90342189,1345263791,new-e2e-agent-platform-install-script-suse-a7-arm64,e2e_install_packages,success,487.131652,0.414875,2026-01-13T04:48:06.680Z,2026-01-13T04:56:13.812Z,2026-01-13T04:15:04.010Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263791
90342189,1345263790,new-e2e-agent-platform-install-script-suse-a7-x86_64,e2e_install_packages,success,536.097703,0.11506,2026-01-13T04:42:36.381Z,2026-01-13T04:51:32.479Z,2026-01-13T04:15:03.995Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263790
90342189,1345263789,new-e2e-agent-platform-ddot-centos-a7-x86_64,e2e_install_packages,success,459.58174,0.080934,2026-01-13T04:42:35.948Z,2026-01-13T04:50:15.529Z,2026-01-13T04:15:03.981Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263789
90342189,1345263788,new-e2e-agent-platform-rpm-centos6-a7-x86_64,e2e_install_packages,success,405.227137,0.067765,2026-01-13T04:42:35.846Z,2026-01-13T04:49:21.073Z,2026-01-13T04:15:03.968Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263788
90342189,1345263787,"new-e2e-agent-platform-install-script-upgrade7-centos-fips-x86_64: [7, 7]",e2e_install_packages,success,500.631961,0.070365,2026-01-13T04:42:35.761Z,2026-01-13T04:50:56.393Z,2026-01-13T04:15:03.955Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263787
90342189,1345263786,"new-e2e-agent-platform-install-script-upgrade7-centos-fips-x86_64: [6, 7]",e2e_install_packages,success,534.751093,0.06965,2026-01-13T04:42:35.667Z,2026-01-13T04:51:30.418Z,2026-01-13T04:15:03.940Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263786
90342189,1345263785,"new-e2e-agent-platform-install-script-upgrade7-centos-fips-iot-agent-x86_64: [7, 7]",e2e_install_packages,success,427.996951,0.110717,2026-01-13T04:42:35.621Z,2026-01-13T04:49:43.617Z,2026-01-13T04:15:03.927Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263785
90342189,1345263784,"new-e2e-agent-platform-install-script-upgrade7-centos-iot-agent-x86_64: [7, 7]",e2e_install_packages,success,344.507916,0.060886,2026-01-13T04:42:35.482Z,2026-01-13T04:48:19.990Z,2026-01-13T04:15:03.914Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263784
90342189,1345263783,new-e2e-platform-integrations-upgrade7-persisting-integrations-centos-x86_64,e2e_install_packages,success,551.231977,0.144979,2026-01-13T04:42:35.478Z,2026-01-13T04:51:46.710Z,2026-01-13T04:15:03.900Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263783
90342189,1345263782,"new-e2e-agent-platform-install-script-upgrade7-centos-x86_64: [7, 7]",e2e_install_packages,success,427.026441,0.164948,2026-01-13T04:42:35.411Z,2026-01-13T04:49:42.437Z,2026-01-13T04:15:03.886Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263782
90342189,1345263781,"new-e2e-agent-platform-install-script-upgrade7-centos-x86_64: [6, 7]",e2e_install_packages,success,450.242655,0.084995,2026-01-13T04:42:35.232Z,2026-01-13T04:50:05.475Z,2026-01-13T04:15:03.873Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263781
90342189,1345263780,"new-e2e-agent-platform-install-script-upgrade7-centos-x86_64: [5, 7]",e2e_install_packages,success,413.570133,0.100436,2026-01-13T04:42:35.160Z,2026-01-13T04:49:28.730Z,2026-01-13T04:15:03.860Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263780
90342189,1345263779,new-e2e-agent-platform-install-script-centos-fips-datadog-fips-agent-a7-x86_64,e2e_install_packages,success,509.374696,0.097804,2026-01-13T04:42:35.071Z,2026-01-13T04:51:04.445Z,2026-01-13T04:15:03.847Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263779
90342189,1345263778,new-e2e-agent-platform-install-script-centos-fips-dogstatsd-a7-x86_64,e2e_install_packages,success,430.681383,0.123676,2026-01-13T04:42:35.002Z,2026-01-13T04:49:45.684Z,2026-01-13T04:15:03.835Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263778
90342189,1345263777,new-e2e-agent-platform-install-script-centos-fips-iot-agent-a7-x86_64,e2e_install_packages,success,447.212756,0.098789,2026-01-13T04:42:34.831Z,2026-01-13T04:50:02.044Z,2026-01-13T04:15:03.823Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263777
90342189,1345263776,new-e2e-agent-platform-install-script-centos-fips-a7-x86_64,e2e_install_packages,success,536.09438,0.102115,2026-01-13T04:42:34.750Z,2026-01-13T04:51:30.845Z,2026-01-13T04:15:03.810Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263776
90342189,1345263775,new-e2e-agent-platform-install-script-centos-datadog-fips-agent-a7-x86_64,e2e_install_packages,success,434.987624,0.076373,2026-01-13T04:42:34.633Z,2026-01-13T04:49:49.621Z,2026-01-13T04:15:03.796Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263775
90342189,1345263774,new-e2e-agent-platform-install-script-centos-dogstatsd-a7-x86_64,e2e_install_packages,success,362.059161,0.073326,2026-01-13T04:42:34.540Z,2026-01-13T04:48:36.600Z,2026-01-13T04:15:03.784Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263774
90342189,1345263773,new-e2e-agent-platform-install-script-centos-iot-agent-a7-x86_64,e2e_install_packages,success,378.13017,0.098893,2026-01-13T04:42:34.473Z,2026-01-13T04:48:52.603Z,2026-01-13T04:15:03.770Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263773
90342189,1345263772,new-e2e-agent-platform-install-script-centos-a7-x86_64,e2e_install_packages,success,466.324048,0.094123,2026-01-13T04:42:34.364Z,2026-01-13T04:50:20.688Z,2026-01-13T04:15:03.757Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263772
90342189,1345263771,new-e2e-agent-platform-ddot-amazonlinux-a7-arm64,e2e_install_packages,success,386.97602,0.210371,2026-01-13T04:49:32.317Z,2026-01-13T04:55:59.293Z,2026-01-13T04:15:03.745Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263771
90342189,1345263770,new-e2e-agent-platform-ddot-amazonlinux-a7-x86_64,e2e_install_packages,success,466.579446,0.139956,2026-01-13T04:42:34.323Z,2026-01-13T04:50:20.902Z,2026-01-13T04:15:03.732Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263770
90342189,1345263769,"new-e2e-agent-platform-install-script-upgrade7-amazonlinux-iot-agent-x64: [7, 7]",e2e_install_packages,success,394.2082,0.214875,2026-01-13T04:42:34.305Z,2026-01-13T04:49:08.513Z,2026-01-13T04:15:03.719Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263769
90342189,1345263768,new-e2e-platform-integrations-upgrade7-persisting-integrations-amazonlinux-x64,e2e_install_packages,success,596.299192,0.136921,2026-01-13T04:42:34.141Z,2026-01-13T04:52:30.440Z,2026-01-13T04:15:03.705Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263768
90342189,1345263767,"new-e2e-agent-platform-install-script-upgrade7-amazonlinux-x64: [7, 7]",e2e_install_packages,success,460.57406,0.177275,2026-01-13T04:42:34.093Z,2026-01-13T04:50:14.667Z,2026-01-13T04:15:03.692Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263767
90342189,1345263766,"new-e2e-agent-platform-install-script-upgrade7-amazonlinux-x64: [6, 7]",e2e_install_packages,success,502.29731,0.134677,2026-01-13T04:42:33.964Z,2026-01-13T04:50:56.261Z,2026-01-13T04:15:03.677Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263766
90342189,1345263765,"new-e2e-agent-platform-install-script-upgrade7-amazonlinux-x64: [5, 7]",e2e_install_packages,success,453.148114,0.211296,2026-01-13T04:42:33.953Z,2026-01-13T04:50:07.101Z,2026-01-13T04:15:03.664Z,,19811695.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/jobs/1345263765
