BenchmarkCreateHTTPTransactionMultiPayload/1-payloads-20        	 1265913	       940.2 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/4-payloads-20        	  323640	      3843 ns/op	    2849 B/op	      41 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/4-payloads-20        	  307623	      3812 ns/op	    2849 B/op	      41 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/4-payloads-20        	  338376	      3703 ns/op	    2849 B/op	      41 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/4-payloads-20        	  301455	      3680 ns/op	    2849 B/op	      41 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/4-payloads-20        	  316484	      3626 ns/op	    2849 B/op	      41 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/16-payloads-20       	   83775	     14732 ns/op	   11398 B/op	     161 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/16-payloads-20       	   79742	     14749 ns/op	   11398 B/op	     161 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/16-payloads-20       	   78660	     14964 ns/op	   11398 B/op	     161 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/16-payloads-20       	   82732	     14886 ns/op	   11398 B/op	     161 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/16-payloads-20       	   78802	     15048 ns/op	   11398 B/op	     161 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/64-payloads-20       	   20156	     59300 ns/op	   45593 B/op	     641 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/64-payloads-20       	   20020	     59465 ns/op	   45593 B/op	     641 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/64-payloads-20       	   20504	     59097 ns/op	   45593 B/op	     641 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/64-payloads-20       	   19992	     59006 ns/op	   45593 B/op	     641 allocs/op
BenchmarkCreateHTTPTransactionMultiPayload/64-payloads-20       	   20210	     59704 ns/op	   45593 B/op	     641 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/1-api-keys-20         	 1250750	       997.1 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/1-api-keys-20         	 1263219	       943.9 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/1-api-keys-20         	 1246317	       984.2 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/1-api-keys-20         	 1213461	       955.2 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/1-api-keys-20         	 1264364	       946.1 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/2-api-keys-20         	  638521	      1879 ns/op	    1464 B/op	      22 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/2-api-keys-20         	  585778	      1901 ns/op	    1464 B/op	      22 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/2-api-keys-20         	  612210	      1890 ns/op	    1464 B/op	      22 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/2-api-keys-20         	  604370	      1880 ns/op	    1464 B/op	      22 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/2-api-keys-20         	  592576	      1893 ns/op	    1464 B/op	      22 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/4-api-keys-20         	  381434	      3060 ns/op	    2928 B/op	      42 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/4-api-keys-20         	  380756	      3102 ns/op	    2928 B/op	      42 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/4-api-keys-20         	  367946	      3105 ns/op	    2928 B/op	      42 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/4-api-keys-20         	  374870	      3079 ns/op	    2928 B/op	      42 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/4-api-keys-20         	  373140	      3087 ns/op	    2928 B/op	      42 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/8-api-keys-20         	  186316	      6191 ns/op	    5856 B/op	      80 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/8-api-keys-20         	  197328	      6154 ns/op	    5856 B/op	      80 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/8-api-keys-20         	  192690	      6264 ns/op	    5856 B/op	      80 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/8-api-keys-20         	  189162	      6299 ns/op	    5856 B/op	      80 allocs/op
BenchmarkCreateHTTPTransactionMultiAPIKey/8-api-keys-20         	  188540	      6260 ns/op	    5856 B/op	      80 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/1-domains-20          	 1228302	       969.8 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/1-domains-20          	 1240200	       965.0 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/1-domains-20          	 1228000	       943.4 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/1-domains-20          	 1260988	       956.4 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/1-domains-20          	 1256012	       954.5 ns/op	     712 B/op	      11 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/2-domains-20          	  617500	      1950 ns/op	    1424 B/op	      21 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/2-domains-20          	  618824	      1941 ns/op	    1424 B/op	      21 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/2-domains-20          	  608516	      1968 ns/op	    1424 B/op	      21 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/2-domains-20          	  623900	      1934 ns/op	    1424 B/op	      21 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/2-domains-20          	  614980	      1972 ns/op	    1424 B/op	      21 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/3-domains-20          	  432756	      2773 ns/op	    2136 B/op	      31 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/3-domains-20          	  435508	      2805 ns/op	    2136 B/op	      31 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/3-domains-20          	  424068	      2847 ns/op	    2136 B/op	      31 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/3-domains-20          	  430036	      2826 ns/op	    2136 B/op	      31 allocs/op
BenchmarkCreateHTTPTransactionMultiDomain/3-domains-20          	  428080	      2822 ns/op	    2136 B/op	      31 allocs/op
BenchmarkSendHTTPTransactionsLowThroughput-20                   	   26709	     44417 ns/op	   15838 B/op	     162 allocs/op
